40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:00:47.0 (271304)|USER_INFO|[EXTERNAL]|0050N000006oSnw|bijays@creation.technology|Greenwich Mean Time|GMTZ
11:00:47.0 (304106)|EXECUTION_STARTED
11:00:47.0 (308194)|CODE_UNIT_STARTED|[EXTERNAL]|0660N000002qxF8|VF: /apex/XeroAddInvoice
11:00:47.0 (1391575)|SYSTEM_MODE_ENTER|true
11:00:47.0 (1763144)|HEAP_ALLOCATE|[72]|Bytes:3
11:00:47.0 (1822841)|HEAP_ALLOCATE|[77]|Bytes:152
11:00:47.0 (1840147)|HEAP_ALLOCATE|[342]|Bytes:408
11:00:47.0 (1855907)|HEAP_ALLOCATE|[355]|Bytes:408
11:00:47.0 (1869860)|HEAP_ALLOCATE|[467]|Bytes:48
11:00:47.0 (1897618)|HEAP_ALLOCATE|[139]|Bytes:6
11:00:47.0 (1914278)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
11:00:47.0 (1936364)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:236
11:00:47.0 (1940541)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:39
11:00:47.0 (1944904)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:93
11:00:47.0 (1993563)|METHOD_ENTRY|[1]|01p0N00000BAQZL|XeroAddInvoiceExtension.XeroAddInvoiceExtension()
11:00:47.0 (2001744)|STATEMENT_EXECUTE|[1]
11:00:47.0 (2006491)|STATEMENT_EXECUTE|[1]
11:00:47.0 (2038879)|HEAP_ALLOCATE|[50]|Bytes:5
11:00:47.0 (2060218)|HEAP_ALLOCATE|[56]|Bytes:5
11:00:47.0 (2067409)|HEAP_ALLOCATE|[64]|Bytes:7
11:00:47.0 (2091145)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:00:47.0 (2096707)|STATEMENT_EXECUTE|[82]
11:00:47.0 (2115616)|METHOD_EXIT|[1]|XeroAddInvoiceExtension
11:00:47.0 (2134951)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
11:00:47.0 (2264969)|VARIABLE_SCOPE_BEGIN|[13]|this|XeroAddInvoiceExtension|true|false
11:00:47.0 (2331643)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x2070ec2b
11:00:47.0 (2339769)|VARIABLE_SCOPE_BEGIN|[13]|stdController|ApexPages.StandardController|true|false
11:00:47.0 (2498982)|VARIABLE_ASSIGNMENT|[13]|stdController|"StandardController [null]"|0x7699cd06
11:00:47.0 (2523290)|HEAP_ALLOCATE|[15]|Bytes:5
11:00:47.0 (2529125)|STATEMENT_EXECUTE|[1]
11:00:47.0 (2534380)|HEAP_ALLOCATE|[15]|Bytes:5
11:00:47.0 (2537360)|STATEMENT_EXECUTE|[3]
11:00:47.0 (2539056)|STATEMENT_EXECUTE|[4]
11:00:47.0 (2540236)|STATEMENT_EXECUTE|[5]
11:00:47.0 (2541426)|STATEMENT_EXECUTE|[6]
11:00:47.0 (2542567)|STATEMENT_EXECUTE|[7]
