40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:27:25.0 (56335)|USER_INFO|[EXTERNAL]|0050N000006oSnw|bijays@creation.technology|Greenwich Mean Time|GMTZ
10:27:25.0 (89058)|EXECUTION_STARTED
10:27:25.0 (92876)|CODE_UNIT_STARTED|[EXTERNAL]|0660N000002qxF8|VF: /apex/XeroAddInvoice
10:27:25.0 (1069224)|SYSTEM_MODE_ENTER|true
10:27:25.0 (1425987)|HEAP_ALLOCATE|[72]|Bytes:3
10:27:25.0 (1481966)|HEAP_ALLOCATE|[77]|Bytes:152
10:27:25.0 (1498844)|HEAP_ALLOCATE|[342]|Bytes:408
10:27:25.0 (1512858)|HEAP_ALLOCATE|[355]|Bytes:408
10:27:25.0 (1527597)|HEAP_ALLOCATE|[467]|Bytes:48
10:27:25.0 (1559796)|HEAP_ALLOCATE|[139]|Bytes:6
10:27:25.0 (1578269)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:18
10:27:25.0 (1585227)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:236
10:27:25.0 (1588992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:39
10:27:25.0 (1592871)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:90
10:27:25.0 (1602703)|METHOD_ENTRY|[1]|01p0N00000BAQZL|XeroAddInvoiceExtension.XeroAddInvoiceExtension()
10:27:25.0 (1609019)|STATEMENT_EXECUTE|[1]
10:27:25.0 (1613224)|STATEMENT_EXECUTE|[1]
10:27:25.0 (1639565)|HEAP_ALLOCATE|[50]|Bytes:5
10:27:25.0 (1657429)|HEAP_ALLOCATE|[56]|Bytes:5
10:27:25.0 (1664644)|HEAP_ALLOCATE|[64]|Bytes:7
10:27:25.0 (1691027)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
10:27:25.0 (1698038)|STATEMENT_EXECUTE|[81]
10:27:25.0 (1707578)|METHOD_EXIT|[1]|XeroAddInvoiceExtension
10:27:25.0 (1732039)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:36
10:27:25.0 (1757955)|VARIABLE_SCOPE_BEGIN|[13]|this|XeroAddInvoiceExtension|true|false
10:27:25.0 (1837893)|VARIABLE_ASSIGNMENT|[13]|this|{}|0x1d6932be
10:27:25.0 (1847465)|VARIABLE_SCOPE_BEGIN|[13]|stdController|ApexPages.StandardController|true|false
10:27:25.0 (2011239)|VARIABLE_ASSIGNMENT|[13]|stdController|"StandardController [null]"|0x1f1ae82c
10:27:25.0 (2033687)|HEAP_ALLOCATE|[15]|Bytes:5
10:27:25.0 (2038450)|STATEMENT_EXECUTE|[1]
10:27:25.0 (2043035)|HEAP_ALLOCATE|[15]|Bytes:5
10:27:25.0 (2046043)|STATEMENT_EXECUTE|[3]
10:27:25.0 (2047530)|STATEMENT_EXECUTE|[4]
10:27:25.0 (2048688)|STATEMENT_EXECUTE|[5]
10:27:25.0 (2049925)|STATEMENT_EXECUTE|[6]
10:27:25.0 (2051204)|STATEMENT_EXECUTE|[7]
10:27:25.0 (2052403)|STATEMENT_EXECUTE|[8]
10:27:25.0 (2053727)|STATEMENT_EXECUTE|[9]
10:27:25.0 (2054990)|STATEMENT_EXECUTE|[10]
10:27:25.0 (2063763)|HEAP_ALLOCATE|[15]|Bytes:6
10:27:25.0 (2095139)|STATEMENT_EXECUTE|[13]
10:27:25.0 (2097125)|STATEMENT_EXECUTE|[15]
10:27:25.0 (2100019)|HEAP_ALLOCATE|[15]|Bytes:4
10:27:25.0 (2123216)|HEAP_ALLOCATE|[15]|Bytes:28
10:27:25.0 (2174156)|HEAP_ALLOCATE|[15]|Bytes:4
10:27:25.0 (2217336)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x1d6932be
10:27:25.0 (2228406)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0.00"
10:27:25.0 (2240633)|VARIABLE_ASSIGNMENT|[6]|this.invItemAmount|"0.00"|0x1d6932be
10:27:25.0 (2248869)|STATEMENT_EXECUTE|[16]
10:27:25.0 (2274949)|HEAP_ALLOCATE|[16]|Bytes:4
10:27:25.0 (2402182)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"invItemAmount":"0.00"}|0x1d6932be
10:27:25.0 (2422602)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x3c304c6b
10:27:25.0 (2440314)|VARIABLE_ASSIGNMENT|[3]|this.invObj|{}|0x1d6932be
10:27:25.0 (2455257)|STATEMENT_EXECUTE|[17]
10:27:25.0 (2464567)|HEAP_ALLOCATE|[17]|Bytes:28
10:27:25.0 (2543097)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"invItemAmount":"0.00","invObj":"0x3c304c6b"}|0x1d6932be
10:27:25.0 (2572778)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.00
10:27:25.0 (2583275)|VARIABLE_ASSIGNMENT|[8]|this.subtotal|0.00|0x1d6932be
10:27:25.0 (2594757)|STATEMENT_EXECUTE|[18]
10:27:25.0 (2602127)|HEAP_ALLOCATE|[18]|Bytes:28
10:27:25.0 (2647332)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"invItemAmount":"0.00","invObj":"0x3c304c6b","subtotal":0.00}|0x1d6932be
10:27:25.0 (2656937)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.00
10:27:25.0 (2665287)|VARIABLE_ASSIGNMENT|[10]|this.total|0.00|0x1d6932be
10:27:25.0 (2673147)|STATEMENT_EXECUTE|[19]
10:27:25.0 (2689412)|HEAP_ALLOCATE|[19]|Bytes:28
10:27:25.0 (2742204)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"invItemAmount":"0.00","invObj":"0x3c304c6b","subtotal":0.00,"total":0.00}|0x1d6932be
10:27:25.0 (2751687)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|0.00
10:27:25.0 (2768457)|VARIABLE_ASSIGNMENT|[9]|this.vat|0.00|0x1d6932be
10:27:25.0 (2781293)|STATEMENT_EXECUTE|[20]
10:27:25.0 (2785643)|HEAP_ALLOCATE|[20]|Bytes:4
10:27:25.0 (2793297)|VARIABLE_ASSIGNMENT|[20]|this.counter|0|0x1d6932be
10:27:25.0 (2798261)|STATEMENT_EXECUTE|[21]
10:27:25.0 (2814006)|HEAP_ALLOCATE|[21]|Bytes:4
10:27:25.0 (2885468)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"invItemAmount":"0.00","invObj":"0x3c304c6b","subtotal":0.00,"total":0.00,"vat":0.00}|0x1d6932be
10:27:25.0 (2905021)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
10:27:25.0 (2913614)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x609ee532
10:27:25.0 (2923266)|VARIABLE_ASSIGNMENT|[5]|this.invItemWrapperList|[]|0x1d6932be
10:27:25.0 (2932272)|STATEMENT_EXECUTE|[22]
10:27:25.0 (2935320)|VARIABLE_SCOPE_BEGIN|[22]|i|Integer|false|false
10:27:25.0 (2942115)|HEAP_ALLOCATE|[22]|Bytes:4
10:27:25.0 (2947647)|VARIABLE_ASSIGNMENT|[22]|i|0
10:27:25.0 (2953455)|STATEMENT_EXECUTE|[22]
10:27:25.0 (2954679)|STATEMENT_EXECUTE|[23]
10:27:25.0 (2959142)|HEAP_ALLOCATE|[23]|Bytes:236
10:27:25.0 (2964462)|HEAP_ALLOCATE|[23]|Bytes:20
10:27:25.0 (2975975)|HEAP_ALLOCATE|[23]|Bytes:28
10:27:25.0 (3000840)|HEAP_ALLOCATE|[23]|Bytes:4
10:27:25.0 (3068121)|CONSTRUCTOR_ENTRY|[23]|01p0N00000BAQZL|<init>(Xero_Invoice_Line_Items__c)
10:27:25.0 (3086860)|VARIABLE_SCOPE_BEGIN|[89]|this|XeroAddInvoiceExtension.InvoiceItemWrapper|true|false
10:27:25.0 (3111096)|VARIABLE_ASSIGNMENT|[89]|this|{}|0x705bfb5
10:27:25.0 (3117905)|VARIABLE_SCOPE_BEGIN|[89]|invItem|Xero_Invoice_Line_Items__c|true|false
10:27:25.0 (3126569)|VARIABLE_ASSIGNMENT|[89]|invItem|{}|0x3c084016
10:27:25.0 (3132079)|STATEMENT_EXECUTE|[81]
10:27:25.0 (3133645)|STATEMENT_EXECUTE|[82]
10:27:25.0 (3134880)|STATEMENT_EXECUTE|[83]
10:27:25.0 (3136155)|STATEMENT_EXECUTE|[84]
10:27:25.0 (3137301)|STATEMENT_EXECUTE|[85]
10:27:25.0 (3138642)|STATEMENT_EXECUTE|[86]
10:27:25.0 (3139989)|STATEMENT_EXECUTE|[87]
10:27:25.0 (3150895)|STATEMENT_EXECUTE|[89]
10:27:25.0 (3152341)|STATEMENT_EXECUTE|[90]
10:27:25.0 (3208245)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{}|0x705bfb5
10:27:25.0 (3218202)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|{}|0x3c084016
10:27:25.0 (3227694)|VARIABLE_ASSIGNMENT|[82]|this.invItem|{}|0x705bfb5
10:27:25.0 (3239291)|CONSTRUCTOR_EXIT|[23]|01p0N00000BAQZL|<init>(Xero_Invoice_Line_Items__c)
10:27:25.0 (3244591)|VARIABLE_SCOPE_BEGIN|[23]|invItemWrap|XeroAddInvoiceExtension.InvoiceItemWrapper|true|false
10:27:25.0 (3263240)|VARIABLE_ASSIGNMENT|[23]|invItemWrap|{"invItem":"0x3c084016"}|0x705bfb5
10:27:25.0 (3268390)|STATEMENT_EXECUTE|[24]
10:27:25.0 (3274127)|HEAP_ALLOCATE|[24]|Bytes:4
10:27:25.0 (3281531)|VARIABLE_ASSIGNMENT|[24]|this.counter|1|0x1d6932be
10:27:25.0 (3285983)|STATEMENT_EXECUTE|[25]
10:27:25.0 (3320374)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"invItem":"0x3c084016"}|0x705bfb5
10:27:25.0 (3329329)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|1
10:27:25.0 (3336695)|VARIABLE_ASSIGNMENT|[87]|this.counterWrap|1|0x705bfb5
10:27:25.0 (3343869)|STATEMENT_EXECUTE|[26]
10:27:25.0 (3352356)|HEAP_ALLOCATE|[26]|Bytes:28
10:27:25.0 (3375485)|HEAP_ALLOCATE|[26]|Bytes:4
10:27:25.0 (3406415)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counterWrap":1,"invItem":"0x3c084016"}|0x705bfb5
10:27:25.0 (3415398)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|"0.00"
10:27:25.0 (3423389)|VARIABLE_ASSIGNMENT|[83]|this.inventorySalesPrice|"0.00"|0x705bfb5
10:27:25.0 (3430442)|STATEMENT_EXECUTE|[27]
10:27:25.0 (3467866)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counterWrap":1,"inventorySalesPrice":"0.00","invItem":"0x3c084016"}|0x705bfb5
10:27:25.0 (3476752)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|""
10:27:25.0 (3484071)|VARIABLE_ASSIGNMENT|[86]|this.inventoryNameAsDescription|""|0x705bfb5
10:27:25.0 (3491521)|STATEMENT_EXECUTE|[28]
10:27:25.0 (3513362)|HEAP_ALLOCATE|[28]|Bytes:1
